url,timestamp,label,confidence,reasons
http://paypal-login-security-check.com/,2026-05-20T21:24:01.178043+00:00,phishing,0.7833,Domain uses hyphens to mimic legitimate sites (e.g. paypal-secure.com); Website is not secured with HTTPS encryption
